ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID111893712,16 Riverview Rd,3,h,1890000.0,19/08/2017,2.0,1.0,632.0,79.0,-37.79094,145.07899
ID711389570,19 Tovey St,4,h,770000.0,8/04/2017,3.0,3.0,697.0,49.0,-37.701,144.9993
ID783550968,8 John St,2,h,990000.0,27/05/2017,1.0,1.0,180.0,119.0,-37.7839,144.92727
ID970647492,9 Berkeley Gr,4,h,2515000.0,3/09/2017,2.0,2.0,583.0,94.0,-37.90953,145.0155
ID192232671,2/25 El Nido Gr,2,t,707000.0,13/08/2016,1.0,1.0,144.0,19.0,-37.891999999999996,145.0482
ID760593409,17A Findon St,3,h,1870000.0,19/11/2016,2.0,1.0,400.0,89.0,-37.8718,145.0404
ID196767051,86/682 Nicholson St,2,u,650000.0,15/07/2017,1.0,1.0,0.0,6.0,-37.78334,144.97782
ID957008172,99 Christmas St,2,h,1575000.0,7/11/2016,1.0,3.0,607.0,74.0,-37.7668,145.0149
ID688274670,6 Wicklow St,3,h,800000.0,13/05/2017,1.0,2.0,506.0,49.0,-37.7187,144.9433
ID196306903,1/183 Kooyong Rd,2,u,857000.0,22/08/2016,0.0,0.0,0.0,56.0,-37.8458,145.0221
ID376117659,11 Nottingham St,5,h,1900000.0,16/04/2016,2.0,2.0,566.0,129.0,-37.7893,144.933
ID794597016,1/23 Hawthorn Gr,1,u,415000.0,15/07/2017,1.0,1.0,0.0,5.0,-37.81519,145.03153
ID391234515,250 Oriel Rd,3,h,808000.0,11/02/2017,1.0,0.0,649.0,49.0,-37.7386,145.0441
ID255293260,74 Arthur St,3,h,796000.0,24/06/2017,2.0,2.0,534.0,69.0,-37.69852,145.04836
ID955134153,10 Cronin Ct,4,h,1138000.0,22/07/2017,2.0,1.0,536.0,39.0,-37.96768,145.07966000000005
